Date,dsp_toxins,dsp_phyto,mean_sst,mean_chl,mean_temp,max_temp,min_temp,rainfall
2018-04-15,36.0,20.0,287.144287109375,6.89250659942627,12.5,17.24285714285714,7.457142857142857,12.88571428571429
2018-04-22,36.0,8000.0,287.7756958007812,4.641332626342773,14.5,22.14285714285714,7.0,3.085714285714286
2018-04-29,36.0,35760.0,289.0985717773438,2.057837963104248,14.25714285714285,20.68571428571429,7.57142857142857,0.6571428571428573
2018-05-06,531.0,4840.0,288.2449951171875,15.05673789978027,12.84285714285714,21.0,4.5,0.1285714285714286
2018-05-13,259.0,20.0,288.6221313476562,8.028740882873535,14.9,19.61428571428571,9.857142857142858,0.01428571428571429
2018-05-20,36.0,20.0,289.0028381347656,13.27913570404053,16.02857142857143,23.9,8.114285714285714,0.0
2018-05-27,36.0,40.0,290.3178405761719,1.176084876060486,16.04285714285714,22.7,10.14285714285714,1.057142857142857
2018-06-03,36.0,20.0,289.470703125,1.427940845489502,16.45,21.52857142857143,12.13333333333333,0.06666666666666667
2018-06-10,36.0,20.0,288.6885681152344,0.7460035085678101,16.61428571428571,22.88571428571429,11.12857142857143,0.2571428571428571
2018-06-17,36.0,80.0,288.5449829101562,5.187898635864258,18.02857142857143,24.98571428571429,11.64285714285714,0.2142857142857143
2018-06-24,36.0,240.0,290.4942932128906,1.282619595527649,20.85714285714286,29.1,13.5,0.08571428571428572
2018-07-01,213.0,520.0,291.3764343261719,1.681390047073364,18.95714285714286,24.72857142857143,13.17142857142857,0.0
2018-07-08,464.0,240.0,290.5621337890625,6.140368461608887,19.54285714285714,24.88571428571428,14.41428571428571,0.0
2018-07-15,341.0,240.0,290.18141174316406,7.927451586723327,19.86734693877551,25.932589285714286,8.687852119750856,1.3104156577885397
2018-07-22,218.0,20.0,289.8006896972656,14.67381000518799,19.37142857142857,25.08571428571429,13.38571428571429,0.0
2018-07-29,279.0,40.0,289.3635559082031,15.85906982421875,19.91428571428571,25.51428571428571,14.01666666666667,0.0
2018-08-05,727.0,40.0,289.9628601074219,14.42735385894775,22.4,30.275,15.8,0.0
2018-08-12,366.0,80.0,291.9185791015625,4.48661470413208,20.271428571428572,26.600119047619046,4.519709665547258,1.3104156577885397
2018-08-19,234.0,40.0,292.2121276855469,5.493219375610352,19.965142857142858,27.30488095238095,11.095837395669593,1.3104156577885397
2018-08-26,154.0,40.0,295.2749938964844,2.382421016693115,20.185142857142854,27.715612244897958,9.699707669640462,1.3104156577885397
2018-09-02,60.0,20.0,295.6399841308594,3.852576017379761,19.4,28.3,13.0,1.3104156577885397
